Product name,Plan name,Purchase date,Status,Redeem date,Refund date,Transfer date
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Hexomatic,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Hexomatic,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Hexomatic,Code-based,"May 24, 2022",expired,"July 23, 2022",,
SendFox - Plus exclusive,SendFox Tier 1 - Plus Exclusive,"May 24, 2022",activated,"July 23, 2022",,
Logic Sheet,Code-based,"May 11, 2022",expired,"July 10, 2022",,
WP Reset Pro Plan,License Tier 1,"May 11, 2022",activated,"July 10, 2022",,
Meetgeek,License Tier 1,"May 10, 2022",activated,"July 09, 2022",,
"Power-User for PowerPoint, Excel & Word",Code-based,"May 08, 2022",expired,"July 07, 2022",,
Apipheny,Code-based,"May 08, 2022",expired,"July 07, 2022",,
Two Minute Reports for Google Data Studio,License Tier 3,"May 04, 2022",activated,"July 03, 2022",,
Getscreen.me,Code-based,"May 04, 2022",expired,"July 03, 2022",,
Paced Email,Code-based,"April 30, 2022",expired,"June 29, 2022",,
Beezer,License Tier 5,"April 28, 2022",activated,"June 27, 2022",,
Ideta - Plus exclusive,License Tier 5,"April 27, 2022",activated,"June 26, 2022",,
Linkjoy,Code-based,"April 24, 2022",redeemed,"June 23, 2022",,
Linkjoy,Code-based,"April 24, 2022",expired,"June 23, 2022",,
BackupSheep,Code-based,"April 23, 2022",expired,"June 22, 2022",,
BackupSheep,Code-based,"April 23, 2022",expired,"June 22, 2022",,
Switchboard Canvas,License Tier 3,"April 23, 2022",activated,"June 22, 2022",,
ContentPresso - AI Image + Social Media Canva Templates,Code-based,"April 23, 2022",expired,"June 22, 2022",,
Blurweb App - Plus Exclusive,Code-based,"April 23, 2022",expired,"June 22, 2022",,
Fireapis,License Tier 3,"April 22, 2022",activated,"June 21, 2022",,
Group Collector - Plus Exclusive,Code-based,"April 19, 2022",redeemed,"June 18, 2022",,
Labrika,Code-based,"April 19, 2022",expired,"June 18, 2022",,
SuperOkay,License Tier 3,"April 18, 2022",activated,"June 17, 2022",,
OUTPRFRM,Code-based,"April 18, 2022",expired,"June 17, 2022",,
Robot.alp,License Tier 4,"April 16, 2022",activated,"June 15, 2022",,
Duply,Code-based,"April 16, 2022",expired,"June 15, 2022",,
Minima Launch Design Kit,Code-based,"April 16, 2022",expired,"June 15, 2022",,
NOYSI,Code-based,"April 16, 2022",expired,"June 15, 2022",,
NOYSI,Code-based,"April 16, 2022",expired,"June 15, 2022",,
Decktopus,Code-based,"April 16, 2022",expired,"June 15, 2022",,
Filestar for Windows,Code-based,"April 16, 2022",expired,"June 15, 2022",,
Overlay,Code-based,"April 16, 2022",expired,"June 15, 2022",,
Screpy - Plus Exclusive,Code-based,"April 16, 2022",expired,"June 15, 2022",,
SimilarMail,Code-based,"April 16, 2022",expired,"June 15, 2022",,
Linkjoy,Code-based,"April 11, 2022",expired,"June 10, 2022",,
Eurekaa,Code-based,"April 11, 2022",expired,"June 10, 2022",,
AskJarvis,License Tier 3,"April 11, 2022",activated,"June 10, 2022",,
VectorGrove,VectorGrove Freebie License,"April 11, 2022",activated,"June 10, 2022",,
Sturppy,License Tier 2,"April 10, 2022",activated,"June 09, 2022",,
Deep Talk,License Tier 4,"April 10, 2022",activated,"June 09, 2022",,
Meta API,License Tier 3,"April 08, 2022",activated,"June 07, 2022",,
DocPro - Plus exclusive,Code-based,"April 08, 2022",expired,"June 07, 2022",,
nichesss,Code-based,"April 06, 2022",expired,"June 05, 2022",,
Usetiful,License Tier 1,"April 05, 2022",activated,"June 04, 2022",,
Writecream,Code-based,"April 04, 2022",expired,"June 03, 2022",,
Bramework - Plus Exclusive,License Tier 1,"April 03, 2022",activated,"June 02, 2022",,
CheatLayer,Code-based,"April 03, 2022",expired,"June 02, 2022",,
WordHero - AI Content Writer,Code-based,"April 02, 2022",expired,"June 01, 2022",,
AppSumo Plus Yearly Plan,,"April 02, 2022",expired,,,
LeadScripts,Code-based,"April 02, 2022",redeemed,"June 01, 2022",,
Riku.AI,Code-based,"April 02, 2022",expired,"June 01, 2022",,
Agiled,Code-based,"April 01, 2022",expired,"May 31, 2022",,
WriterZen,Code-based,"March 31, 2022",expired,"May 30, 2022",,
WriterZen,Code-based,"March 31, 2022",expired,"May 30, 2022",,
WriterZen,Code-based,"March 31, 2022",expired,"May 30, 2022",,
WriterZen,Code-based,"March 31, 2022",expired,"May 30, 2022",,
TimeTrack By Apploye,Code-based,"June 07, 2020",expired,"August 06, 2020",,
OWOX BI,Code-based,"September 02, 2018",expired,"November 01, 2018",,
Story Chief,Code-based,"September 02, 2018",expired,"November 01, 2018",,
